ID,POI_ID,POI_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,LC_LO,LC_LA,BASE_DE
KCLANPO23N000017649,17272724,원당산전망대,60500,N,2920012300111010000,광주광역시,광산구,장덕동,1101,2920012300,2920063700,126.8211912,35.19321239,20231220
KCLANPO23N000024551,19868914,영동선스위치백,60500,N,5123025034200920007,강원특별자치도,삼척시,도계읍,산92-7,5123025034,5123025000,129.035699,37.21467868,20231220
KCLANPO23N000024496,19868846,한라산영실,60500,N,5013011700200010000,제주특별자치도,서귀포시,도순동,산1,5013011700,5013060000,126.4802325,33.32309046,20231220
KCLANPO23N000025003,19878723,구로안전체험관,60500,N,1153010200104090060,서울특별시,구로구,구로동,409-60,1153010200,1153053000,126.8825607,37.49426946,20231220
KCLANPO23N000022902,18860985,여행길,60400,N,3014010500101660004,대전광역시,중구,대흥동,166-4,3014010500,3014057500,127.4292686,36.32448427,20231220
KCLANPO23N000022548,18490120,스펙트럼,60400,N,3017012800103950000,대전광역시,서구,만년동,395,3017012800,3017065000,127.3826156,36.36952986,20231220
KCLANPO23N000024814,19869246,천연염색체험학습장,60500,N,4812915700102850003,경상남도,창원시 진해구,남양동,285-3,4812915700,4812964000,128.778174,35.10358204,20231220
KCLANPO23N000024991,19878710,4D무비카광주지사,60500,N,4161010600100160014,경기도,광주시,목현동,16-14,4161010600,4161055000,127.2373784,37.4281878,20231220
KCLANPO23N000024903,19869346,옥천재,60500,N,4782035039110420000,경상북도,청도군,운문면,1042,4782035039,4782035000,128.960557,35.77567396,20231220
KCLANPO23N000022146,18349200,주유트레블인터내셔널,60400,N,1111011800100750000,서울특별시,종로구,내수동,75,1111011800,1111053000,126.9732727,37.5734318,20231220
KCLANPO23N000025026,19878763,옛구암서원,60500,N,2711014000102290000,대구광역시,중구,동산동,229,2711014000,2711057500,128.58501,35.86862559,20231220
KCLANPO23N000022917,18861011,노르딕콘도르코리아,60400,N,1111013500101550000,서울특별시,종로구,관철동,155,1111013500,1111061500,126.9851084,37.56883631,20231220
KCLANPO23N000024924,19869368,두곡공동불루벨리체험장,60500,N,4873039021103360000,경상남도,함안군,여항면,336,4873039021,4873039000,128.4527099,35.20671952,20231220
KCLANPO23N000025152,19879095,창수전시림,60500,N,4777038039200100006,경상북도,영덕군,창수면,산10-6,4777038039,4777038000,129.2354454,36.62013178,20231220
KCLANPO23N000021934,18329422,주식회사쉐프투어,60400,N,2824510500100720008,인천광역시,계양구,임학동,72-8,2824510500,2824572000,126.7342405,37.54325126,20231220
KCLANPO23N000024294,19868530,커무브,60500,N,1144010200103700004,서울특별시,마포구,공덕동,370-4,1144010200,1144055500,126.9496123,37.54667058,20231220
KCLANPO23N000024978,19878690,포트링,60500,N,1144012000103940012,서울특별시,마포구,서교동,394-12,1144012000,1144066000,126.9166176,37.54911761,20231220
KCLANPO23N000024728,19869141,고운연아의딸기농장,60500,N,4423031029102630000,충청남도,논산시,성동면,263,4423031029,4423031000,127.0620749,36.20911754,20231220
KCLANPO23N000041819,21879734,소요산관광지,60500,N,4125010900200010001,경기도,동두천시,상봉암동,산1-1,4125010900,4125058000,127.0817751,37.94453789,20231220
KCLANPO23N000037203,21071982,전라감영,60600,N,4511110400100010006,전라북도,전주시 완산구,중앙동4가,1-6,4511110400,4511151000,127.1460652,35.81639646,20231220
KCLANPO23N000023187,18908800,진주뉴명신관광,60400,N,4817012100102770034,경상남도,진주시,상평동,277-34,4817012100,4817068000,128.1018736,35.17467133,20231220
KCLANPO23N000024301,19868539,왕송호수정원,60500,N,4143011100103190016,경기도,의왕시,초평동,319-16,4143011100,4143052000,126.941996,37.30683157,20231220
KCLANPO23N000044515,22216520,태웃개,60500,N,5013025327100700001,제주특별자치도,서귀포시,남원읍,70-1,5013025327,5013025300,126.6911785,33.2703513,20231220
KCLANPO23N000022113,18349150,주식회사드림투어,60400,N,2771025021101080002,대구광역시,달성군,화원읍,108-2,2771025021,2771025000,128.4954379,35.80683461,20231220
KCLANPO23N000024783,19869210,이춘백초가겹방집,60500,N,4717013000107840001,경상북도,안동시,성곡동,784-1,4717013000,4717055500,128.7656424,36.57643036,20231220
KCLANPO23N000022115,18349153,주지투어리스트,60400,N,1150010500108000004,서울특별시,강서구,마곡동,800-4,1150010500,1150061100,126.8321734,37.5586687,20231220
KCLANPO23N000025169,19879117,지리산통일장숭물대,60500,N,4886036023203260002,경상남도,산청군,시천면,산326-2,4886036023,4886036000,127.7421688,35.2584919,20231220
KCLANPO23N000022007,18331237,누구나괌여행사,60400,N,2915510500100070037,광주광역시,남구,백운동,7-37,2915510500,2915567000,126.9056228,35.14169372,20231220
KCLANPO23N000021870,18327967,채움투어,60400,N,1168010800102030001,서울특별시,강남구,논현동,203-1,1168010800,1168052100,127.0283377,37.5059152,20231220
KCLANPO23N000021940,18329428,아이디케인마케팅컴퍼니주식회사,60400,N,1141010200100320009,서울특별시,서대문구,충정로3가,32-9,1141010200,1141056500,126.9612492,37.56085333,20231220
KCLANPO23N000024807,19869239,전주한옥마을모주협동조합동부지점,60500,N,4511110800100340001,전라북도,전주시 완산구,풍남동1가,34-1,4511110800,4511153000,127.151637,35.81881438,20231220
KCLANPO23N000024501,19868851,솔로몬로파크헌법광장,60500,N,3020014200102240000,대전광역시,유성구,원촌동,224,3020014200,3020057000,127.4007584,36.3774518,20231220
KCLANPO23N000024998,19878718,생명농장,60500,N,4136036024103630010,경기도,남양주시,조안면,363-10,4136036024,4136036000,127.3193141,37.56261778,20231220
KCLANPO23N000024912,19869356,사천시어촌체험교육관,60500,N,4824037028112870000,경상남도,사천시,서포면,1287,4824037028,4824037000,127.942336,34.97941097,20231220
KCLANPO23N000024889,19869331,갯벌체험관,60500,N,4682035026111740014,전라남도,해남군,북평면,1174-14,4682035026,4682035000,126.6432019,34.41335403,20231220
KCLANPO23N000021925,18329413,코난집단유한회사,60400,N,1168010800102060014,서울특별시,강남구,논현동,206-14,1168010800,1168052100,127.0321676,37.50704658,20231220
KCLANPO23N000024935,19869382,해양청소년단거북선캠프,60500,N,4822011200108090001,경상남도,통영시,평림동,809-1,4822011200,4822051000,128.3826713,34.85392176,20231220
KCLANPO23N000022955,18865532,엠투어인터내셔널,60400,N,1114010100100320002,서울특별시,중구,무교동,32-2,1114010100,1114055000,126.9789218,37.56728193,20231220
KCLANPO23N000024761,19869184,연파루,60500,N,4717034033107120001,경상북도,안동시,풍천면,712-1,4717034033,4717034000,128.5172267,36.53990197,20231220
KCLANPO23N000024265,19868485,인천대공원목재문화체험장,60500,N,2820010400200780000,인천광역시,남동구,장수동,산78,2820010400,2820065000,126.7523229,37.46055748,20231220
KCLANPO23N000025036,19878776,용추구곡,60500,N,4182025028200870001,경기도,가평군,가평읍,산87-1,4182025028,4182025000,127.4771095,37.85889732,20231220
KCLANPO23N000024262,19868482,봉화산유아숲체험장,60500,N,1126010400100230001,서울특별시,중랑구,묵동,23-1,1126010400,1126062000,127.0849875,37.61506513,20231220
KCLANPO23N000025232,19903311,SKV1MOTORS,60500,N,4111313300109030000,경기도,수원시 권선구,탑동,903,4111313300,4111356000,126.9689813,37.25707897,20231220
KCLANPO23N000022567,18491846,크루즈시티,60400,N,4141010500108740001,경기도,군포시,금정동,874-1,4141010500,4141057000,126.9334142,37.3576018,20231220
KCLANPO23N000022931,18864304,하나국제,60400,N,1114012400100240031,서울특별시,중구,충무로1가,24-31,1114012400,1114055000,126.9838626,37.5609512,20231220
KCLANPO23N000000070,539117,향나무,60600,N,1111013000100020071,서울특별시,종로구,와룡동,2-71,1111013000,1111061500,126.9894727,37.57931836,20231220
KCLANPO23N000022905,18860988,골프앤모어,60400,N,4155025030102000278,경기도,안성시,공도읍,200-278,4155025030,4155025000,127.1977413,37.01713659,20231220
KCLANPO23N000036437,21009447,코스모스십리길축제,60500,N,5178025923100080023,강원특별자치도,철원군,동송읍,8-23,5178025923,5178025900,127.294818,38.18843228,20231220
KCLANPO23N000023233,18940047,청사포다릿돌전망대,60500,N,2635010600200030009,부산광역시,해운대구,중동,산3-9,2635010600,2635054000,129.196257,35.16417958,20231220
KCLANPO23N000025153,19879096,고려유치원자연학습체험장,60500,N,4713037023200310037,경상북도,경주시,강동면,산31-37,4713037023,4713037000,129.2677965,36.03263002,20231220
KCLANPO23N000024926,19869370,각산재,60500,N,4782037051104200000,경상북도,청도군,매전면,420,4782037051,4782037000,128.841197,35.60860058,20231220
KCLANPO23N000025160,19879104,망포대,60500,N,4580036027200950010,전라북도,부안군,변산면,산95-10,4580036027,4580036000,126.5383221,35.62866328,20231220
KCLANPO23N000045847,22345446,상명정낭정보화마을,60500,N,5011025030110150001,제주특별자치도,제주시,한림읍,1015-1,5011025030,5011025000,126.2741083,33.35794829,20231220
KCLANPO23N000024669,19869075,철새도래지탐조대,60500,N,5121010800115430005,강원특별자치도,속초시,조양동,1543-5,5121010800,5121058000,128.5828875,38.19279286,20231220
KCLANPO23N000021966,18330197,주식회사레볼리,60400,N,1174010500104540001,서울특별시,강동구,길동,454-1,1174010500,1174068500,127.1363579,37.53519559,20231220
KCLANPO23N000023197,18908812,정왕국제여행사,60400,N,4122011300100590002,경기도,평택시,평택동,59-2,4122011300,4122059000,127.0854296,36.99282183,20231220
KCLANPO23N000021917,18329405,주식회사성문,60400,N,4159025325101080000,경기도,화성시,봉담읍,108,4159025325,4159025300,126.9773768,37.2193241,20231220
KCLANPO23N000024694,19869101,태화산마을영농조합,60500,N,5175025031110830000,강원특별자치도,영월군,영월읍,1083,5175025031,5175025000,128.4643099,37.11221494,20231220
KCLANPO23N000024300,19868538,상도공원서울유아숲체험현장,60500,N,1159010200105330003,서울특별시,동작구,상도동,533-3,1159010200,1159053000,126.9490653,37.49345397,20231220
KCLANPO23N000024557,19868923,낙동강철새도래지,60500,N,2644010400000000000,부산광역시,강서구,명지동,,2644010400,2644054500,128.9175023,35.0884954,20231220
KCLANPO23N000021881,18327985,박군투어,60400,N,4117310100100280000,경기도,안양시 동안구,비산동,28,4117310100,4117353000,126.9520079,37.41360501,20231220
KCLANPO23N000043167,22094579,노형수퍼마켓2,60400,N,5011013900121370001,제주특별자치도,제주시,해안동,2137-1,5011013900,5011066000,126.455131,33.46496202,20231220
KCLANPO23N000021976,18330459,순달투어,60400,N,4413310700114200000,충청남도,천안시 서북구,쌍용동,1420,4413310700,4413354000,127.1190857,36.79990527,20231220
KCLANPO23N000024990,19878709,출렁다리,60500,N,4128110800200010001,경기도,고양시 덕양구,효자동,산1-1,4128110800,4128156000,126.9787582,37.67532321,20231220
KCLANPO23N000022961,18866331,에이치피와이,60400,N,1114016300101480000,서울특별시,중구,흥인동,148,1114016300,1114061500,127.0145165,37.56643317,20231220
KCLANPO23N000022139,18349190,두두여행사,60400,N,2641010400110010009,부산광역시,금정구,남산동,1001-9,2641010400,2641067000,129.0866636,35.2619205,20231220
KCLANPO23N000021860,18327953,애플바,60400,N,1135010600105090001,서울특별시,노원구,중계동,509-1,1135010600,1135062500,127.068,37.64067786,20231220
KCLANPO23N000021923,18329411,단꿈투어,60400,N,1111011700101450000,서울특별시,종로구,당주동,145,1111011700,1111053000,126.973695,37.57139159,20231220
KCLANPO23N000022192,18353135,주엠앤티코리아,60400,N,4713013600101820000,경상북도,경주시,신평동,182,4713013600,4713066000,129.2879393,35.83842371,20231220
KCLANPO23N000024751,19869172,농촌체험장,60500,N,4825035028105080001,경상남도,김해시,생림면,508-1,4825035028,4825035000,128.8624166,35.38589619,20231220
KCLANPO23N000022544,18487988,주식회사메멘토투어,60400,N,1165010100108710006,서울특별시,서초구,방배동,871-6,1165010100,1165062100,126.9912522,37.48737991,20231220
KCLANPO23N000046358,22414105,경기도국민안전체험관,60500,N,4137011000109080000,경기도,오산시,내삼미동,908,4137011000,4137054000,127.0625627,37.17856156,20231220
KCLANPO23N000024945,19869393,남해망루,60500,N,4683034034105490000,전라남도,영암군,시종면,549,4683034034,4683034000,126.5825977,34.89609039,20231220
KCLANPO23N000024257,19868474,답십리공원서울유아숲체험현장,60500,N,1123010500100020300,서울특별시,동대문구,답십리동,2-300,1123010500,1123061000,127.0613933,37.57068352,20231220
KCLANPO23N000043429,22116225,청년스테이션,60500,N,4139013200117990004,경기도,시흥시,정왕동,1799-4,4139013200,4139059100,126.7395105,37.34610714,20231220
KCLANPO23N000022909,18860993,고니여행사,60400,N,1114016600100570010,서울특별시,중구,서소문동,57-10,1114016600,1114052000,126.9718001,37.56282457,20231220
KCLANPO23N000024251,19868463,남산유아숲체험장,60500,N,1117013000102580148,서울특별시,용산구,이태원동,258-148,1117013000,1117066000,126.9969409,37.54157563,20231220
KCLANPO23N000032307,20740926,인트로제주2,60400,N,5011013700113200000,제주특별자치도,제주시,연동,1320,5011013700,5011065000,126.488175,33.4707289,20231220
KCLANPO23N000022557,18490130,퍼시픽투어,60400,N,5011012200109060005,제주특별자치도,제주시,노형동,906-5,5011012200,5011066000,126.4846084,33.4886918,20231220
KCLANPO23N000023168,18906037,성운고속관광,60400,N,4812112400102060002,경상남도,창원시 의창구,명서동,206-2,4812112400,4812153000,128.6490081,35.2399552,20231220
KCLANPO23N000021957,18330180,우리나라여행,60400,N,2638010300105100009,부산광역시,사하구,하단동,510-9,2638010300,2638056200,128.9671669,35.10884803,20231220
KCLANPO23N000020995,18207695,설악여행자센터,60400,N,5121011200102480017,강원특별자치도,속초시,설악동,248-17,5121011200,5121060000,128.5254763,38.16604334,20231220
KCLANPO23N000024278,19868501,남산공원서울유아숲체험현장,60500,N,1117013000102580139,서울특별시,용산구,이태원동,258-139,1117013000,1117066000,126.9969615,37.54180746,20231220
KCLANPO23N000021988,18330984,지구정복,60400,N,1120011500103000001,서울특별시,성동구,성수동2가,300-1,1120011500,1120069000,127.0569604,37.54466471,20231220
KCLANPO23N000024687,19869093,감성놀이터스토리컴퍼니,60500,N,2647010200109880003,부산광역시,연제구,연산동,988-3,2647010200,2647072000,129.0945386,35.18597649,20231220
KCLANPO23N000024930,19869375,가리역터,60500,N,4686032031101530009,전라남도,함평군,신광면,153-9,4686032031,4686032000,126.493265,35.13222202,20231220
KCLANPO23N000021962,18330189,베니컴퍼니,60400,N,1114010200100970000,서울특별시,중구,다동,97,1114010200,1114055000,126.9815418,37.56761488,20231220
KCLANPO23N000024823,19869256,구룡소폭포,60500,N,4775031524200840000,경상북도,청송군,주왕산면,산84,4775031524,4775031500,129.1655329,36.40086851,20231220
KCLANPO23N000024478,19868822,웰빙숲체험마을,60500,N,3120011700108040000,울산광역시,북구,신현동,804,3120011700,3120054000,129.4235433,35.58919483,20231220
KCLANPO23N000021967,18330198,탑항공투어,60400,N,1150010200106840003,서울특별시,강서구,등촌동,684-3,1150010200,1150053500,126.8414117,37.56660192,20231220
KCLANPO23N000024286,19868510,위메이크골프,60500,N,1114010200101300000,서울특별시,중구,다동,130,1114010200,1114055000,126.9809176,37.56759384,20231220
KCLANPO23N000025075,19878879,상록원농원,60500,N,4423011100200260001,충청남도,논산시,관촉동,산26-1,4423011100,4423051000,127.1083438,36.19499092,20231220
KCLANPO23N000024809,19869241,거제시문화예술창작촌,60500,N,4831039024106060007,경상남도,거제시,장목면,606-7,4831039024,4831039000,128.684926,35.01180696,20231220
KCLANPO23N000024244,19868450,계양꽃마루,60500,N,2824510400101060001,인천광역시,계양구,서운동,106-1,2824510400,2824564000,126.7487644,37.53574364,20231220
KCLANPO23N000021864,18327961,다온트래블,60400,N,3020014100103850009,대전광역시,유성구,전민동,385-9,3020014100,3020057000,127.4046029,36.39686166,20231220
KCLANPO23N000025117,19878990,탄금대,60500,N,4471039030000000000,충청남도,금산군,추부면,,4471039030,4471039000,127.5370492,36.22048996,20231220
KCLANPO23N000024369,19868649,체험견학연구소,60500,N,2823710200105780008,인천광역시,부평구,십정동,578-8,2823710200,2823769000,126.7088211,37.47595671,20231220
KCLANPO23N000024923,19869367,개랭이테마관,60500,N,4615039038109470006,전라남도,순천시,별량면,947-6,4615039038,4615039000,127.3861625,34.88493207,20231220
KCLANPO23N000024483,19868830,허밍팜,60500,N,4713012200100150000,경상북도,경주시,구황동,15,4713012200,4713060500,129.2462453,35.83832822,20231220
KCLANPO23N000022122,18349160,테마고속투어,60400,N,4145010600105240000,경기도,하남시,신장동,524,4145010600,4145053000,127.2150882,37.54044487,20231220
KCLANPO23N000024582,19868958,광장휴계소,60500,N,4427025328107670000,충청남도,당진시,송악읍,767,4427025328,4427025300,126.6988888,36.89996444,20231220
KCLANPO23N000022010,18331549,조이글로벌,60400,N,4420025330100640001,충청남도,아산시,배방읍,64-1,4420025330,4420025300,127.1174534,36.77454376,20231220
KCLANPO23N000021954,18330173,위드교육,60400,N,1153010200102220003,서울특별시,구로구,구로동,222-3,1153010200,1153054000,126.8971108,37.48257823,20231220
KCLANPO23N000021924,18329412,하이엠카,60400,N,1111012000101630000,서울특별시,종로구,신문로1가,163,1111012000,1111053000,126.9749137,37.56983904,20231220
KCLANPO23N000024925,19869369,월지관,60500,N,4683034034105490000,전라남도,영암군,시종면,549,4683034034,4683034000,126.5874174,34.89489727,20231220
KCLANPO23N000024861,19869302,내장산회룡녹색농촌체험관광,60500,N,4518011900102790000,전라북도,정읍시,내장동,279,4518011900,4518053500,126.9187374,35.51176674,20231220
KCLANPO23N000025091,19878899,정림1리박수근마을협의회,60500,N,5180025032101640004,강원특별자치도,양구군,양구읍,164-4,5180025032,5180025000,127.9849414,38.09897183,20231220
KCLANPO23N000021980,18330464,현대투어,60400,N,4827010200111750001,경상남도,밀양시,내이동,1175-1,4827010200,4827052000,128.7418096,35.50096798,20231220
KCLANPO23N000021831,18327817,위티브,60400,N,3017011500108620000,대전광역시,서구,도안동,862,3017011500,3017059300,127.3391367,36.33104097,20231220
KCLANPO23N000024526,19868883,서해대교학습원,60500,N,4427038032100910002,충청남도,당진시,신평면,91-2,4427038032,4427038000,126.8046739,36.92222061,20231220
KCLANPO23N000021900,18329385,헬로우에이젼시,60400,N,2650010500103180003,부산광역시,수영구,남천동,318-3,2650010500,2650066000,129.1067061,35.13912947,20231220
KCLANPO23N000021828,18327814,주식회사한솔기획,60400,N,4511313000107520001,전라북도,전주시 덕진구,여의동,752-1,4511313000,4511366500,127.0769905,35.86113044,20231220
KCLANPO23N000024343,19868605,엑스라이프,60500,N,4183034022200240000,경기도,양평군,옥천면,산24,4183034022,4183034000,127.4998501,37.56764158,20231220
KCLANPO23N000025097,19878907,거북이마을의맛과멋,60500,N,4480039027104570000,충청남도,홍성군,구항면,457,4480039027,4480039000,126.6054875,36.56802501,20231220
KCLANPO23N000025136,19879013,곡성군오곡면봉조리농촌체험학교,60500,N,4672031025100150001,전라남도,곡성군,오곡면,15-1,4672031025,4672031000,127.360275,35.21431793,20231220
KCLANPO23N000041825,21879825,아우라지관광지,60500,N,5177037021101860001,강원특별자치도,정선군,여량면,186-1,5177037021,5177037000,128.7240451,37.47568151,20231220
KCLANPO23N000024217,19506757,짚라인곡성,60500,N,4672031024100600002,전라남도,곡성군,오곡면,60-2,4672031024,4672031000,127.3698973,35.23199919,20231220
KCLANPO23N000023215,18910512,투어몽,60400,N,1144011000100570039,서울특별시,마포구,노고산동,57-39,1144011000,1144066000,126.9352663,37.5544114,20231220
KCLANPO23N000019535,17884271,한진비치타운,60500,N,4427025337103760000,충청남도,당진시,송악읍,376,4427025337,4427025300,126.7811078,36.97042021,20231220
KCLANPO23N000025199,19879210,환경보전협회,60500,N,4183032021101650000,경기도,양평군,강하면,165,4183032021,4183032000,127.3967565,37.48993987,20231220
KCLANPO23N000024773,19869197,정골약수탕,60500,N,4792034021200760000,경상북도,봉화군,춘양면,산76,4792034021,4792034000,128.906575,36.93396793,20231220
KCLANPO23N000025096,19878905,만회용사사랑감마을,60500,N,4580035023106180002,전라북도,부안군,보안면,618-2,4580035023,4580035000,126.6588518,35.64154121,20231220
KCLANPO23N000025131,19879007,천학정일출,60500,N,5182033024200350002,강원특별자치도,고성군,토성면,산35-2,5182033024,5182033000,128.5345875,38.28259166,20231220
KCLANPO23N000022911,18860995,익스퍼,60400,N,1171010700101220005,서울특별시,송파구,가락동,122-5,1171010700,1171062000,127.1239001,37.49392028,20231220
KCLANPO23N000024263,19868483,청계천생태학습장,60500,N,1120010500108180000,서울특별시,성동구,마장동,818,1120010500,1120054000,127.0420171,37.57026292,20231220
KCLANPO23N000025187,19879138,부재골마을,60500,N,4812534034112360001,경상남도,창원시 마산합포구,진전면,1236-1,4812534034,4812534000,128.4005974,35.15140746,20231220
KCLANPO23N000022928,18861029,동양골프,60400,N,1165010800115440004,서울특별시,서초구,서초동,1544-4,1165010800,1165053000,127.0095838,37.48871121,20231220
KCLANPO23N000024584,19868961,고대산평화체험특구병영체험관,60500,N,4180036021113700000,경기도,연천군,신서면,1370,4180036021,4180036000,127.1526889,38.21425827,20231220
KCLANPO23N000024562,19868931,용샘,60500,N,4413331027100450000,충청남도,천안시 서북구,입장면,45,4413331027,4413331000,127.2514644,36.87847884,20231220
KCLANPO23N000025200,19879212,자연환경연구소,60500,N,4611010200117500006,전라남도,목포시,산정동,1750-6,4611010200,4611055800,126.3735678,34.8089565,20231220
KCLANPO23N000023201,18908816,에스엔터테인먼트,60400,N,3114010400118430006,울산광역시,남구,신정동,1843-6,3114010400,3114051000,129.301232,35.54059192,20231220
KCLANPO23N000022155,18351595,주식회사피오디투어,60400,N,1141012000103360013,서울특별시,서대문구,남가좌동,336-13,1141012000,1141070000,126.9237295,37.57597234,20231220
KCLANPO23N000024902,19869345,오상킨섹트농업회사법인생태학습관,60500,N,4872025024110200000,경상남도,의령군,의령읍,1020,4872025024,4872025000,128.2853317,35.31966222,20231220
KCLANPO23N000022120,18349158,온새미로ONSAEMIRO,60400,N,1165010800115530001,서울특별시,서초구,서초동,1553-1,1165010800,1165053000,127.0088202,37.49187551,20231220
KCLANPO23N000023191,18908805,순천만여행그룹,60400,N,4615010900109960009,전라남도,순천시,가곡동,996-9,4615010900,4615055000,127.483588,34.97559291,20231220
KCLANPO23N000022940,18864314,천하국제여행사,60400,N,1114017100106190000,서울특별시,중구,중림동,619,1114017100,1114068000,126.9642319,37.55927576,20231220
KCLANPO23N000024875,19869317,삼복권역순두부체험관,60500,N,4679040032102640038,전라남도,화순군,동복면,264-38,4679040032,4679040000,127.1273381,35.05411468,20231220
KCLANPO23N000021970,18330202,히어코퍼레이션,60400,N,4146510100107050005,경기도,용인시 수지구,풍덕천동,705-5,4146510100,4146551000,127.0960343,37.32525474,20231220
KCLANPO23N000018619,17523350,주문진만남의광장,60500,N,5115025025100780043,강원특별자치도,강릉시,주문진읍,78-43,5115025025,5115025000,128.8132842,37.91424234,20231220
KCLANPO23N000025183,19879134,황포돛대,60500,N,2638010300111950000,부산광역시,사하구,하단동,1195,2638010300,2638056200,128.9489,35.10929173,20231220
KCLANPO23N000024815,19869247,김치담그기와한방다이어트,60500,N,2714013400100350000,대구광역시,동구,도학동,35,2714013400,2714076000,128.7044375,35.99055959,20231220
KCLANPO23N000022561,18491835,한길호텔고투,60400,N,2647010200112420002,부산광역시,연제구,연산동,1242-2,2647010200,2647069000,129.0805681,35.18613504,20231220
KCLANPO23N000024786,19869213,초빈산방,60500,N,4711133032104230000,경상북도,포항시 남구,장기면,423,4711133032,4711133000,129.4560188,35.89226046,20231220
KCLANPO23N000024377,19868661,지솔버섯교실,60500,N,4150035029103010004,경기도,이천시,대월면,301-4,4150035029,4150035000,127.4828336,37.20573791,20231220
KCLANPO23N000021851,18327934,토다투어,60400,N,4115010900100600012,경기도,의정부시,금오동,60-12,4115010900,4115058000,127.0787753,37.75744834,20231220
KCLANPO23N000022163,18351606,주엠오알아이피,60400,N,1168010800102030001,서울특별시,강남구,논현동,203-1,1168010800,1168052100,127.0283134,37.50591636,20231220
KCLANPO23N000025068,19878872,천년의빛광장,60500,N,2811015200203720000,인천광역시,중구,무의동,산372,2811015200,2811063000,126.5120303,37.35773448,20231220
KCLANPO23N000035081,20888722,담양군에코센터,60500,N,4671025033100560002,전라남도,담양군,담양읍,56-2,4671025033,4671025000,127.0061137,35.32552526,20231220
KCLANPO23N000022169,18351613,주식회사매직플러스투어,60400,N,1171010500100770005,서울특별시,송파구,석촌동,77-5,1171010500,1171060000,127.1038029,37.50416824,20231220
KCLANPO23N000025002,19878722,인천대공원유아숲체험원,60500,N,2820010400200780000,인천광역시,남동구,장수동,산78,2820010400,2820065000,126.7554294,37.45487811,20231220
KCLANPO23N000024530,19868889,구메농장,60500,N,4155040028102970000,경기도,안성시,죽산면,297,4155040028,4155040000,127.415092,37.02764899,20231220
KCLANPO23N000022913,18860997,에스티씨제주,60400,N,5011010400110100001,제주특별자치도,제주시,이도이동,1010-1,5011010400,5011054000,126.531186,33.49728009,20231220
KCLANPO23N000028973,20544678,경포가시연습지방문자센터,60400,N,5115013700101440003,강원특별자치도,강릉시,저동,144-3,5115013700,5115066500,128.8964134,37.7919933,20231220
KCLANPO23N000021826,18327812,피플앤투어,60400,N,4511310400115740005,전라북도,전주시 덕진구,인후동2가,1574-5,4511310400,4511355000,127.1511676,35.84588949,20231220
KCLANPO23N000024585,19868963,미륵산정보화마을,60500,N,4313043024200160000,충청북도,충주시,소태면,산16,4313043024,4313043000,127.8701329,37.16265628,20231220
KCLANPO23N000025198,19879209,평화통일의소,60500,N,5011033021123930000,제주특별자치도,제주시,우도면,2393,5011033021,5011033000,126.944175,33.50975826,20231220
KCLANPO23N000024488,19868835,솔솔솔도토리숲,60500,N,4380025028200040029,충청북도,단양군,단양읍,산4-29,4380025028,4380025000,128.3742968,36.99634889,20231220
KCLANPO23N000024840,19869276,어울림텃밭학교,60500,N,2920011900102000038,광주광역시,광산구,신가동,200-38,2920011900,2920063500,126.8350757,35.17556713,20231220
KCLANPO23N000024921,19869365,효열각,60500,N,4782025334109900000,경상북도,청도군,청도읍,990,4782025334,4782025300,128.7677855,35.60181107,20231220
KCLANPO23N000024321,19868569,통통역사체험,60500,N,1138010900100150059,서울특별시,은평구,신사동,15-59,1138010900,1138063100,126.908376,37.59953991,20231220
KCLANPO23N000046360,22414277,역전시장상점가고객지원센터,60400,N,3011011900100010012,대전광역시,동구,정동,1-12,3011011900,3011051500,127.4341884,36.32939293,20231220
KCLANPO23N000024521,19868877,지리산세석평전,60500,N,4886036023203250000,경상남도,산청군,시천면,산325,4886036023,4886036000,127.6922502,35.3174,20231220
KCLANPO23N000024589,19868969,행복숲아트체험관,60500,N,2714013500106970000,대구광역시,동구,백안동,697,2714013500,2714076000,128.6881919,35.9540941,20231220
KCLANPO23N000021986,18330982,스테이폴리오,60400,N,1111010800100740000,서울특별시,종로구,통인동,74,1111010800,1111051500,126.9697294,37.5795403,20231220
KCLANPO23N000023203,18908818,사랑비엣남,60400,N,4511312300102340144,전라북도,전주시 덕진구,반월동,234-144,4511312300,4511365000,127.0714973,35.87459234,20231220
KCLANPO23N000022938,18864312,영산교육개발,60400,N,1150010100102730006,서울특별시,강서구,염창동,273-6,1150010100,1150051000,126.866109,37.5520409,20231220
KCLANPO23N000024507,19868858,속리산법주사자연관찰로,60500,N,4372031527200280000,충청북도,보은군,속리산면,산28,4372031527,4372031500,127.8289169,36.53725096,20231220
KCLANPO23N000024628,19869028,장항송림,60500,N,4477040023105900058,충청남도,서천군,비인면,590-58,4477040023,4477040000,126.5843647,36.13163727,20231220
KCLANPO23N000048222,22643988,전망대온실정원,60500,N,4183032021105340002,경기도,양평군,강하면,534-2,4183032021,4183032000,127.3851407,37.49300218,20231220
KCLANPO23N000024574,19868947,참살이달성농장,60500,N,2771025325114500000,대구광역시,달성군,논공읍,1450,2771025325,2771025300,128.4097655,35.74371786,20231220
