POI_ID,POI_NM,CTPRVN_NM,SIGNGU_NM,LC_LO,LC_LA
16716559,갈비골목,부산광역시,중구,129.028595,35.10221474
21086028,영화인의거리,서울특별시,중구,126.9904023,37.56221978
21085709,통일로,서울특별시,서대문구,126.9392562,37.59617472
16848558,평택호횟타운,경기도,평택시,126.9102976,36.91476243
21086030,관악로,서울특별시,관악구,126.9525409,37.47144741
21086091,도예촌쌀밥거리,경기도,이천시,127.4010313,37.31110889
21085638,비프빌리지,부산광역시,해운대구,129.1597279,35.15878783
21085685,연세대학교백양로,서울특별시,서대문구,126.9370579,37.56126928
21645964,부산자갈치양곱창골목,부산광역시,중구,129.0286427,35.097415
21086190,안산벚꽃길,서울특별시,서대문구,126.9383509,37.57943033
21086089,광교외식타운,경기도,수원시 영통구,127.0546804,37.3121497
6820488,중국대사관거리,서울특별시,중구,126.9827281,37.56235631
21085655,청계천애완동물거리,서울특별시,종로구,127.0153265,37.57001846
16716528,전자골목,부산광역시,중구,129.0294533,35.09955992
21085661,퀴논길,서울특별시,용산구,126.9918818,37.53387121
16690926,대성리패션아울렛,경기도,가평군,127.3779175,37.68348347
20906342,동대문닭한마리골목,서울특별시,종로구,127.0056137,37.57031934
16847154,공덕동족발골목,서울특별시,마포구,126.9530491,37.54480409
21086021,다산성곽길,서울특별시,중구,127.0048803,37.55424468
21085552,모꼬지길,경기도,수원시 영통구,127.0439015,37.25745789
21085609,구포만세역사테마거리,부산광역시,북구,129.000261,35.20799948
22216010,칠암붕장어마을,부산광역시,기장군,129.2600802,35.29769286
21085708,이화대학로거리,서울특별시,종로구,127.0027531,37.58021493
16535619,연신내로데오거리,서울특별시,은평구,126.9194734,37.61877873
22660035,영도포장마차거리,부산광역시,영도구,129.0387454,35.09445438
21085676,회기동벽화골목,서울특별시,동대문구,127.0545482,37.59184009
17421570,중계동학원가,서울특별시,노원구,127.0765644,37.65012491
21085942,일원동맛의거리,서울특별시,강남구,127.0819614,37.48950426
21085937,을지로3가골뱅이골목,서울특별시,중구,126.9894285,37.56495152
8292734,중미산자연휴양림중미산천문대,경기도,양평군,127.4594027,37.58182084
21086196,청계천매화거리,서울특별시,성동구,127.0486307,37.56647803
21085899,오이도음식문화거리,경기도,시흥시,126.6876686,37.3452599
7231190,일광해수욕장,부산광역시,기장군,129.2341058,35.25960421
10620407,웨딩드레스상가,서울특별시,강남구,127.0379837,37.52734422
21085633,점바치골목,부산광역시,중구,129.0362299,35.09693572
21645735,서면향토음식특화거리,부산광역시,부산진구,129.0583845,35.15587691
11183699,미음나루음식문화거리,경기도,남양주시,127.1700639,37.58661773
6322586,문현곱창골목,부산광역시,남구,129.0685188,35.1357196
16526729,왕십리곱창골목,서울특별시,성동구,127.0364223,37.56542266
21085629,엔터테이너거리,부산광역시,중구,129.0325998,35.09840604
21086187,한남동카페거리,서울특별시,용산구,127.0015847,37.53697103
16910877,제부도음식문화시범거리,경기도,화성시,126.617632,37.17235057
21086193,동대문러시아거리,서울특별시,중구,127.0058496,37.56491603
21085699,창신동인장거리,서울특별시,종로구,127.0135067,37.5720874
21085681,오토바이거리,서울특별시,중구,127.0002446,37.56265998
21085909,용문천년시장버섯국밥거리,경기도,양평군,127.5947449,37.48386897
4930680,인사동거리,서울특별시,종로구,126.986007,37.57322248
21085888,아산조개구이골목,경기도,평택시,126.9062038,36.92099597
5965690,신사동먹자골목,서울특별시,서초구,127.0187611,37.5147863
16423156,백현동카페거리,경기도,성남시 분당구,127.1116318,37.38525436
17739030,해방촌,서울특별시,용산구,126.9853165,37.54507722
20868113,댕리단길,경기도,안양시 만안구,126.9175912,37.40087458
21085895,행주외동장어마을,경기도,고양시 덕양구,126.8175203,37.59996164
21085898,안성맞춤먹거리타운,경기도,안성시,127.2659009,37.01518007
21085593,문탠로드,부산광역시,해운대구,129.1761564,35.15730081
6419772,고갈비골목,부산광역시,중구,129.0320914,35.09920932
10620400,웨딩드레스거리,서울특별시,서대문구,126.9501731,37.55719733
21085933,광장시장전골목,서울특별시,종로구,127.0006294,37.57056354
21085866,성남남한산성닭죽촌,경기도,성남시 수정구,127.1559807,37.46183119
21086145,백마학원가,경기도,고양시 일산동구,126.7890459,37.65618881
18188372,동두천맛거리,경기도,동두천시,127.0632993,37.946618
21086023,삼거리꽃길,서울특별시,서대문구,126.945345,37.55820661
20868083,해리단길,부산광역시,해운대구,129.1574821,35.16582918
21085641,신사동가로수길,서울특별시,강남구,127.0228333,37.52115838
16519970,용두동쭈꾸미골목,서울특별시,동대문구,127.0313718,37.57739344
21085662,고종의길,서울특별시,중구,126.9726712,37.5677381
21085669,홍대땡땡거리,서울특별시,마포구,126.9316992,37.55469993
18318579,피맛골,서울특별시,종로구,126.9794266,37.5714363
21086096,안산전골목,경기도,안산시 단원구,126.8390713,37.31815203
21085546,제부도모세거리,경기도,화성시,126.6259014,37.17159547
21086112,수락산역먹자골목,서울특별시,노원구,127.0570059,37.67523711
5965852,무교동낙지골목,서울특별시,중구,126.9792378,37.56863922
13920999,패션타운,부산광역시,금정구,129.08529,35.22887301
21085650,청계천헌책방거리,서울특별시,중구,127.0058861,37.56944257
21085643,청와대앞길,서울특별시,종로구,126.9735436,37.5836173
20868129,운양동카페거리,경기도,김포시,126.6831627,37.64773499
16865036,황학동주방거리,서울특별시,중구,127.0213318,37.5691983
21085538,귀여리벚꽃길,경기도,광주시,127.3184219,37.50624724
21085706,29스트리트,서울특별시,송파구,127.1040663,37.51365918
16500529,북아현동가구거리,서울특별시,서대문구,126.9602271,37.55835806
21085679,금천구청역길,서울특별시,금천구,126.8973228,37.45670014
21086177,향파문학거리,부산광역시,남구,129.1019877,35.13554397
21085894,깊이울오리촌,경기도,포천시,127.1796794,37.9274504
21085646,양재천카페거리,서울특별시,서초구,127.0402897,37.47667703
21085671,이대앞사주카페거리,서울특별시,서대문구,126.9456214,37.5578535
21086114,아현동전골목,서울특별시,마포구,126.9553145,37.55683782
16509182,의정부로데오거리,경기도,의정부시,127.0496589,37.74141667
21085926,삼락동재첩거리,부산광역시,사상구,128.9863953,35.19354954
21085535,운중동카페거리,경기도,성남시 분당구,127.0837744,37.38972913
21085692,을지로인쇄골목,서울특별시,중구,126.9944404,37.56527991
21037190,율동푸드파크,경기도,성남시 분당구,127.1518258,37.3827146
16838852,부산대학교젊음의거리,부산광역시,금정구,129.0858772,35.23120224
11363149,목동로데오거리,서울특별시,양천구,126.8634715,37.52704301
21086029,한성백제왕도길,서울특별시,송파구,127.118731,37.52312761
8292568,안성천문대,경기도,안성시,127.2339373,36.95557407
16476654,홍대클럽거리,서울특별시,마포구,126.9230321,37.55072514
17521181,강남케이스타로드,서울특별시,강남구,127.0419946,37.52747828
